Titles,Descriptions,Ids,Pub_year,Article_links,Year,Keyword
"Challenges with take-home naloxone in reducing heroin mortality: a review of fatal heroin overdose cases in Victoria, Australia.",,30451007,,https://pubmed.ncbi.nlm.nih.gov/30451007/,2018,fatal
Fast-developing fatal diffuse leptomeningeal dissemination of a pineal germinoma in a young child: a case report and literature review.,,30451003,,https://pubmed.ncbi.nlm.nih.gov/30451003/,2018,fatal
Fatal blastomycosis after exogenous immunosuppression in a healthy gardener.,,30450406,,https://pubmed.ncbi.nlm.nih.gov/30450406/,2018,fatal
Fatal cholestatic hepatitis after a single dose of celecoxib.,,30449626,,https://pubmed.ncbi.nlm.nih.gov/30449626/,2018,fatal
Fatal accidental asphyxia in the reverse jack-knife position on a chair with wheels.,,30448602,,https://pubmed.ncbi.nlm.nih.gov/30448602/,2018,fatal
Genomic features of a multidrug-resistant Enterobacter cloacae ST279 producing CTX-M-15 and AAC(6')-Ib-cr isolated from fatal infectious stomatitis in a crossed pit viper (Bothrops alternatus).,,30448520,,https://pubmed.ncbi.nlm.nih.gov/30448520/,2018,fatal
A Fatal Mediastinitis Due to a Neck Trauma from an Undeclared Assault.,,30444943,,https://pubmed.ncbi.nlm.nih.gov/30444943/,2018,fatal
A fatal and deceiving case of copper sulphate poisoning.,,30443069,,https://pubmed.ncbi.nlm.nih.gov/30443069/,2018,fatal
An Adult Fatal Case with a STAT1 Gain-of-function Mutation Associated with Multiple Autoimmune Diseases.,,30442829,,https://pubmed.ncbi.nlm.nih.gov/30442829/,2018,fatal
A case of fatal invasive aspergillosis in a patient with neurosarcoidosis treated with infliximab.,,30430892,,https://pubmed.ncbi.nlm.nih.gov/30430892/,2018,fatal
Primitive necrotizing fasciitis of the thoracic wall: Fatal complication of diabetic patient.,,30430532,,https://pubmed.ncbi.nlm.nih.gov/30430532/,2018,fatal
Fatal Acute Myocardial Infarction after Multiple Blunt Injuries Involving the Chest.,,30429635,,https://pubmed.ncbi.nlm.nih.gov/30429635/,2018,fatal
Clinical Profile and Autopsy Findings in Fatal Head Injuries.,,30429629,,https://pubmed.ncbi.nlm.nih.gov/30429629/,2018,fatal
Whats New in Emergencies Trauma and Shock? Autopsy in Fatal Head Injuries.,,30429618,,https://pubmed.ncbi.nlm.nih.gov/30429618/,2018,fatal
Fatal aspergillosis of the renal vasculature in a combined liver-kidney transplant recipient.,,30429405,,https://pubmed.ncbi.nlm.nih.gov/30429405/,2018,fatal
Fatal Cryptococcus gattii meningitis with negative cryptococcal antigen test in a HIV-non-infected patient.,,30429403,,https://pubmed.ncbi.nlm.nih.gov/30429403/,2018,fatal
Alirocumab Reduces Total Nonfatal Cardiovascular and Fatal Events: The ODYSSEY OUTCOMES Trial.,,30428396,,https://pubmed.ncbi.nlm.nih.gov/30428396/,2018,fatal
"""Fatal Gastrointestinal and Peritoneal Ischemic Disease"" of Unknown Cause at Arba Minch Hospital, Southern Ethiopia.",,30425975,,https://pubmed.ncbi.nlm.nih.gov/30425975/,2018,fatal
Fatal strongyloidiasis after corticosteroid therapy for presumed chronic obstructive pulmonary disease.,,30425838,,https://pubmed.ncbi.nlm.nih.gov/30425838/,2018,fatal
A Rare Cause of Recurrent Fatal Hemoptysis: Dieulafoy's Disease of the Bronchus.,,30425206,,https://pubmed.ncbi.nlm.nih.gov/30425206/,2018,fatal
Role of Overexpressed Transcription Factor FOXO1 in Fatal Cardiovascular Septal Defects in Patau Syndrome: Molecular and Therapeutic Strategies.,,30423812,,https://pubmed.ncbi.nlm.nih.gov/30423812/,2018,fatal
"Immunohistochemical Evaluation of Aquaporin-4 and its Correlation with CD68, IBA-1, HIF-1α, GFAP, and CD15 Expressions in Fatal Traumatic Brain Injury.",,30423808,,https://pubmed.ncbi.nlm.nih.gov/30423808/,2018,fatal
Fatal Umbilical Cord Strangulation in the Remaining Co-Twin after Selective Foeticide with Radiofrequency Ablation for Twin-Twin Transfusion Syndrome.,,30419562,,https://pubmed.ncbi.nlm.nih.gov/30419562/,2018,fatal
"Near-fatal presentation of bilateral pneumothorax in cutis laxa patient: Case report, and review of the literature.",,30416599,,https://pubmed.ncbi.nlm.nih.gov/30416599/,2018,fatal
Calciphylaxis in patients with chronic kidney disease: A disease which is still bewildering and potentially fatal.,,30415999,,https://pubmed.ncbi.nlm.nih.gov/30415999/,2018,fatal
Patterns of self-harm methods over time and the association with methods used at repeat episodes of non-fatal self-harm and suicide: A systematic review.,,30415124,,https://pubmed.ncbi.nlm.nih.gov/30415124/,2018,fatal
Dysphagia with fatal choking in oculopharyngeal muscular dystrophy: Case report.,,30412104,,https://pubmed.ncbi.nlm.nih.gov/30412104/,2018,fatal
The incidence of fatal breast cancer measures the increased effectiveness of therapy in women participating in mammography screening.,,30411328,,https://pubmed.ncbi.nlm.nih.gov/30411328/,2018,fatal
Depletion of regulatory T cells in ongoing paracoccidioidomycosis rescues protective Th1/Th17 immunity and prevents fatal disease outcome.,,30410119,,https://pubmed.ncbi.nlm.nih.gov/30410119/,2018,fatal
"Genomic features of a highly virulent, ceftiofur-resistant, CTX-M-8-producing Escherichia coli ST224 causing fatal infection in a domestic cat.",,30404045,,https://pubmed.ncbi.nlm.nih.gov/30404045/,2018,fatal
Fatal Vasospasm of the Coronary Arteries in a Patient Undergoing Distal Bypass Surgery and Endovascular Therapy for Threatened Lower Limbs Due to Acute Exacerbation of Peripheral Arterial Disease.,,30402193,,https://pubmed.ncbi.nlm.nih.gov/30402193/,2018,fatal
"Re-examining the Association Between ""4/20"" and Fatal Crashes-Doobie-ous Data?",,30398555,,https://pubmed.ncbi.nlm.nih.gov/30398555/,2018,fatal
Fatal intussusception in infancy: forensic implications.,,30397871,,https://pubmed.ncbi.nlm.nih.gov/30397871/,2018,fatal
Neuroinvasion of influenza A/H3N2: a fatal case in an immunocompetent adult.,,30397824,,https://pubmed.ncbi.nlm.nih.gov/30397824/,2018,fatal
Fatal Measles Virus Infection After Rituximab-Containing Chemotherapy in a Previously Vaccinated Patient.,,30397623,,https://pubmed.ncbi.nlm.nih.gov/30397623/,2018,fatal
[Fatal case of co-infected of rickettiosis and dengue virus in Mexico].,,30394722,,https://pubmed.ncbi.nlm.nih.gov/30394722/,2018,fatal
A study of fatal falls from height.,,30391864,,https://pubmed.ncbi.nlm.nih.gov/30391864/,2018,fatal
Non-fatal opioid-related overdoses among adolescents in Massachusetts 2012-2014.,,30391835,,https://pubmed.ncbi.nlm.nih.gov/30391835/,2018,fatal
Long-term self-inflicted craniocerebral penetrating injury with a fatal outcome.,,30391104,,https://pubmed.ncbi.nlm.nih.gov/30391104/,2018,fatal
Fatal subarachnoid hemorrhage caused by rupture of variant anterior communicating artery: a case report and literature review.,,30390278,,https://pubmed.ncbi.nlm.nih.gov/30390278/,2018,fatal
An immunohistochemical study of the diagnostic value of TREM-1 as marker for fatal sepsis cases.,,30388897,,https://pubmed.ncbi.nlm.nih.gov/30388897/,2018,fatal
A fatal back pain: report of two cases of diffuse large B cell/Burkitt-like nervous system lymphoma.,,30386932,,https://pubmed.ncbi.nlm.nih.gov/30386932/,2018,fatal
Achromobacter xylosoxidans/denitrificans bacteremia and subsequent fatal Escherichia coli/Streptococcus anginosus pleural empyema.,,30386722,,https://pubmed.ncbi.nlm.nih.gov/30386722/,2018,fatal
Multidrug-resistant Aeromonas hydrophila causing fatal bilateral necrotizing fasciitis in an immunocompromised patient: a case report.,,30382899,,https://pubmed.ncbi.nlm.nih.gov/30382899/,2018,fatal
Delay in antibiotic therapy results in fatal disease outcome in murine pneumococcal pneumonia.,,30382866,,https://pubmed.ncbi.nlm.nih.gov/30382866/,2018,fatal
Improving medicolegal death investigative gaps of fatal elder abuse.,,30375941,,https://pubmed.ncbi.nlm.nih.gov/30375941/,2018,fatal
Fatal anaphylaxis to food allergens: Learning from tragedies.,,30375095,,https://pubmed.ncbi.nlm.nih.gov/30375095/,2018,fatal
Olanzapine-Induced Fatal Ketoacidosis with Pneumomediastinum and Subcutaneous Emphysema.,,30372789,,https://pubmed.ncbi.nlm.nih.gov/30372789/,2018,fatal
Fatal anaphylaxis: what are the risks?,,30368441,,https://pubmed.ncbi.nlm.nih.gov/30368441/,2018,fatal
Hemophagocytic lymphohistiocytosis with neurological manifestations in an infant with scrub typhus: a rare fatal occurrence.,,30360694,,https://pubmed.ncbi.nlm.nih.gov/30360694/,2018,fatal
Mandatory Reporting of Fatal and Nonfatal Opioid Overdoses in a Rural Public Health Department.,,30359101,,https://pubmed.ncbi.nlm.nih.gov/30359101/,2018,fatal
A fatal case of enterovirus infection with secondary hemophagocytosis-case report with review of literature.,,30357959,,https://pubmed.ncbi.nlm.nih.gov/30357959/,2018,fatal
Fatal intoxication with N-ethylpentylone: a case report.,,30356999,,https://pubmed.ncbi.nlm.nih.gov/30356999/,2018,fatal
Fatal Septic Shock in a Patient with Hemophagocytic Lymphohistiocytosis Associated with an Infectious Mononucleosis.,,30356381,,https://pubmed.ncbi.nlm.nih.gov/30356381/,2018,fatal
High Risk of Fatal and Nonfatal Venous Thromboembolism in Myotonic Dystrophy.,,30354391,,https://pubmed.ncbi.nlm.nih.gov/30354391/,2018,fatal
Non-fatal self-inflicted versus undetermined intent injuries: patient characteristics and incidence of subsequent self-inflicted injuries.,,30352796,,https://pubmed.ncbi.nlm.nih.gov/30352796/,2018,fatal
The danger zone: Injuries and conditions associated with immediately fatal motorcycle crashes in the state of Michigan.,,30352664,,https://pubmed.ncbi.nlm.nih.gov/30352664/,2018,fatal
Aortoesophageal Fistula: A Fatal Complication of Thoracic Endovascular Aortic Stent-Graft Placement.,,30348937,,https://pubmed.ncbi.nlm.nih.gov/30348937/,2018,fatal
"Non-fatal suicidal behaviour, depression and poverty among young men living in low-resource communities in South Africa.",,30348143,,https://pubmed.ncbi.nlm.nih.gov/30348143/,2018,fatal
[A case of fatal massive hemorrhage in the biopsy surgery due to the misdiagnosis of hypopharynx hemangioma].,,30347540,,https://pubmed.ncbi.nlm.nih.gov/30347540/,2018,fatal
Excited catatonia in a patient with fatal pulmonary embolism and a successful treatment strategy.,,30340477,,https://pubmed.ncbi.nlm.nih.gov/30340477/,2018,fatal
Endomyocardial fibrosis and unileaflet mitral valve: a fatal postpartum outcome.,,30339212,,https://pubmed.ncbi.nlm.nih.gov/30339212/,2018,fatal
Fatal cyclist crashes in Australia.,,30335520,,https://pubmed.ncbi.nlm.nih.gov/30335520/,2018,fatal
"Fatal Case of Diphtheria and Risk for Reemergence, Singapore.",,30334727,,https://pubmed.ncbi.nlm.nih.gov/30334727/,2018,fatal
"Rickettsia typhi as Cause of Fatal Encephalitic Typhus in Hospitalized Patients, Hamburg, Germany, 1940-1944.",,30334722,,https://pubmed.ncbi.nlm.nih.gov/30334722/,2018,fatal
A Case of Fatal Dehydration During Police Custody.,,30332499,,https://pubmed.ncbi.nlm.nih.gov/30332499/,2018,fatal
Fatal road transport crashes among Australian residential aged care facility residents.,,30328253,,https://pubmed.ncbi.nlm.nih.gov/30328253/,2018,fatal
Fatal Agranulocytosis and Fournier's Gangrene due to the Use of Metamizole.,,30328081,,https://pubmed.ncbi.nlm.nih.gov/30328081/,2018,fatal
[Acute iron poisoning : Successful treatment of a potentially fatal suicidal attempt].,,30327817,,https://pubmed.ncbi.nlm.nih.gov/30327817/,2018,fatal
Longer-term Lipid-lowering Drug Use and Risk of Incident and Fatal Prostate Cancer in Black and White Men in the ARIC Study.,,30327368,,https://pubmed.ncbi.nlm.nih.gov/30327368/,2018,fatal
Fatal encephalitis accompanied by ARDS in a child with HSV Infection.,,32851262,,https://pubmed.ncbi.nlm.nih.gov/32851262/,2018,fatal
"The relationship between parental heavy drinking and non-fatal overdose among people who inject drugs in Vancouver, Canada.",,30326463,,https://pubmed.ncbi.nlm.nih.gov/30326463/,2018,fatal
Occupational fatal injuries associated with mobile hand-fed wood chippers.,,30325542,,https://pubmed.ncbi.nlm.nih.gov/30325542/,2018,fatal
Possible fatal hyperthermia involving drug abuse in a vehicle: case series.,,30318181,,https://pubmed.ncbi.nlm.nih.gov/30318181/,2018,fatal
[Benign Presentation of a Potentially Fatal Disease].,,30317716,,https://pubmed.ncbi.nlm.nih.gov/30317716/,2018,fatal
Aortoenteric fistula - A fatal cause of gastrointestinal bleeding. Can it be missed? - A case report.,,30317358,,https://pubmed.ncbi.nlm.nih.gov/30317358/,2018,fatal
Histopathological Profile In Fatal Yellow Phosphorous Poisoning.,,30312472,,https://pubmed.ncbi.nlm.nih.gov/30312472/,2018,fatal
Acute liver failure secondary to severe systemic disease from fatal hemophagocytic lymphohistiocytosis: Case report and systematic literature review.,,30310541,,https://pubmed.ncbi.nlm.nih.gov/30310541/,2018,fatal
Immune-suppression by OsHV-1 viral infection causes fatal bacteraemia in Pacific oysters.,,30310074,,https://pubmed.ncbi.nlm.nih.gov/30310074/,2018,fatal
Fatal Pulmonary Edema in a Child After Jellyfish Stings in Korea.,,30309824,,https://pubmed.ncbi.nlm.nih.gov/30309824/,2018,fatal
Fatal Fusobacterium necrophorum infection with gynecological Lemierre's syndrome.,,30309662,,https://pubmed.ncbi.nlm.nih.gov/30309662/,2018,fatal
[About the estimation of the possibility of carrying out of several self-inflicted fatal injuries by the victim].,,30307438,,https://pubmed.ncbi.nlm.nih.gov/30307438/,2018,fatal
"Fatal cardiac trauma in the city of Manaus, Amazonas state, Brazil.",,30304098,,https://pubmed.ncbi.nlm.nih.gov/30304098/,2018,fatal
Fatal pulmonary embolism and pulmonary hemorrhage in lupus anticoagulant hypoprothrombinemia syndrome: a case report and review of literature.,,30300149,,https://pubmed.ncbi.nlm.nih.gov/30300149/,2018,fatal
The association between school holidays and unintentional fatal drowning among children and adolescents aged 5-17 years.,,30298959,,https://pubmed.ncbi.nlm.nih.gov/30298959/,2018,fatal
A Fatal Bacteremia Caused by Hypermucousviscous KPC-2 Producing Extensively Drug-Resistant K64-ST11 Klebsiella pneumoniae in Brazil.,,30298131,,https://pubmed.ncbi.nlm.nih.gov/30298131/,2018,fatal
"Fatal Granulomatous Amebic Encephalitis in a Heart Transplant Patient: Clinical, Radiographic, and Autopsy Findings.",,30295806,,https://pubmed.ncbi.nlm.nih.gov/30295806/,2018,fatal
Invasive rhinocerebral mucormycosis in a patient with liver cirrhosis leading to fatal massive stroke.,,30294535,,https://pubmed.ncbi.nlm.nih.gov/30294535/,2018,fatal
Stenting for intracranial stenosis: potential future for the prevention of disabling or fatal stroke.,,30294469,,https://pubmed.ncbi.nlm.nih.gov/30294469/,2018,fatal
Fatal gastric distension in a gold thioglucose mouse model of obesity.,,30290722,,https://pubmed.ncbi.nlm.nih.gov/30290722/,2018,fatal
Fatal case of hemophagocytic lymphohistiocytosis associated with group B streptococcus sepsis: A case report.,,30290591,,https://pubmed.ncbi.nlm.nih.gov/30290591/,2018,fatal
Suicide Methods and Specific Types of Accidental Death and Fatal Poisoning Among Discharged Psychiatric Patients: A National Cohort Study.,,30289629,,https://pubmed.ncbi.nlm.nih.gov/30289629/,2018,fatal
Fatal acute aortic dissection after back blows and chest thrusts delivered for choking episode.,,30288897,,https://pubmed.ncbi.nlm.nih.gov/30288897/,2018,fatal
Food-induced fatal anaphylaxis: From epidemiological data to general prevention strategies.,,30288817,,https://pubmed.ncbi.nlm.nih.gov/30288817/,2018,fatal
Characteristics of Late Fatal Infections after Allogeneic Hematopoietic Cell Transplantation.,,30287390,,https://pubmed.ncbi.nlm.nih.gov/30287390/,2018,fatal
Case Series of 23 Patients Who Developed Fatal Radiation Pneumonitis After Stereotactic Body Radiotherapy for Lung Cancer.,,30286697,,https://pubmed.ncbi.nlm.nih.gov/30286697/,2018,fatal
[Fatal spotted fever in Salta province].,,30285928,,https://pubmed.ncbi.nlm.nih.gov/30285928/,2018,fatal
Serious adverse events and fatal adverse events associated with nivolumab treatment in cancer patients : Nivolumab-related serious/fatal adverse events.,,30285872,,https://pubmed.ncbi.nlm.nih.gov/30285872/,2018,fatal
Short term risk of non-fatal and fatal suicidal behaviours: the predictive validity of the Columbia-Suicide Severity Rating Scale in a Swedish adult psychiatric population with a recent episode of self-harm.,,30285661,,https://pubmed.ncbi.nlm.nih.gov/30285661/,2018,fatal
Scedosporium apiospermum: An Emerging Fatal Cause of Fungal Abscess and Ventriculitis after Near-drowning.,,30283549,,https://pubmed.ncbi.nlm.nih.gov/30283549/,2018,fatal
A Fatal Case of Herpes Simplex Encephalitis with Two False-Negative Polymerase Chain Reactions.,,30283319,,https://pubmed.ncbi.nlm.nih.gov/30283319/,2018,fatal
Fatal Encephalitic Borna Disease Virus 1 in Solid-Organ Transplant Recipients.,,30281984,,https://pubmed.ncbi.nlm.nih.gov/30281984/,2018,fatal
Fatal Encephalitis Associated with Borna Disease Virus 1.,,30281979,,https://pubmed.ncbi.nlm.nih.gov/30281979/,2018,fatal
